From,To,n_played,Region
Nectaar (Dominic Crothers),Wayy (Ryan Nicholls),13,OPL/Oceania
Shinki (Brendan Ngo),Shyfrit (William Wu),9,OPL/Oceania
Shinki (Brendan Ngo),Wayy (Ryan Nicholls),9,OPL/Oceania
Shyfrit (William Wu),Wayy (Ryan Nicholls),13,OPL/Oceania
Beats (David Nguyen-Dang),Chungy (Jerome Chung),17,OPL/Oceania
Beats (David Nguyen-Dang),Maximize (Maximus Yaremenko),17,OPL/Oceania
Beats (David Nguyen-Dang),Vengeance (William Blackmore) (William Blackmore),17,OPL/Oceania
Chungy (Jerome Chung),Maximize (Maximus Yaremenko),17,OPL/Oceania
Chungy (Jerome Chung),Puma (Nathan Puma),17,OPL/Oceania
Chungy (Jerome Chung),Vengeance (William Blackmore) (William Blackmore),17,OPL/Oceania
Maximize (Maximus Yaremenko),Puma (Nathan Puma),17,OPL/Oceania
Maximize (Maximus Yaremenko),Vengeance (William Blackmore) (William Blackmore),31,OPL/Oceania
Puma (Nathan Puma),Vengeance (William Blackmore) (William Blackmore),17,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Api (Yao Jian-Jing (姚健晶)),22,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Halo (James Giacoumakis),22,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Kevy (Shane Allen),3,OPL/Oceania
Aladoric (Ryan Gregory Richardson),LeeSA (Thomas Ma),19,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Violet (Vincent Wong) (Vincent Wong),22,OPL/Oceania
Api (Yao Jian-Jing (姚健晶)),Halo (James Giacoumakis),22,OPL/Oceania
Api (Yao Jian-Jing (姚健晶)),Kevy (Shane Allen),3,OPL/Oceania
Halo (James Giacoumakis),Kevy (Shane Allen),16,OPL/Oceania
Halo (James Giacoumakis),LeeSA (Thomas Ma),19,OPL/Oceania
Halo (James Giacoumakis),Violet (Vincent Wong) (Vincent Wong),22,OPL/Oceania
Kevy (Shane Allen),Violet (Vincent Wong) (Vincent Wong),3,OPL/Oceania
BioPanther (Brandon Alexander),Chazz (Jesse Mahoney),19,OPL/Oceania
BioPanther (Brandon Alexander),Decoy (Daniel Ealam),19,OPL/Oceania
Chazz (Jesse Mahoney),Decoy (Daniel Ealam),19,OPL/Oceania
Chazz (Jesse Mahoney),Pabu (Jackson Pavone),19,OPL/Oceania
Decoy (Daniel Ealam),Praedyth (Mark Lewis),19,OPL/Oceania
General (Nick McKenzie),Raps (Aaron Tran),3,OPL/Oceania
General (Nick McKenzie),Straawbella (Isabella Chan),3,OPL/Oceania
Looch (Carlo La Civita),Otherness (Cody McFarlane),1,OPL/Oceania
Looch (Carlo La Civita),Raps (Aaron Tran),4,OPL/Oceania
Looch (Carlo La Civita),Straawbella (Isabella Chan),4,OPL/Oceania
Otherness (Cody McFarlane),Pabu (Jackson Pavone),1,OPL/Oceania
Otherness (Cody McFarlane),Raps (Aaron Tran),1,OPL/Oceania
Otherness (Cody McFarlane),Straawbella (Isabella Chan),1,OPL/Oceania
Pabu (Jackson Pavone),Raps (Aaron Tran),4,OPL/Oceania
Pabu (Jackson Pavone),Straawbella (Isabella Chan),4,OPL/Oceania
Raps (Aaron Tran),Straawbella (Isabella Chan),4,OPL/Oceania
Beastied (Jordan Greifeneder),Black Star (Aaron Rees),7,OPL/Oceania
Beastied (Jordan Greifeneder),Monkey (Corey Ehmer) (Corey Ehmer),7,OPL/Oceania
Beastied (Jordan Greifeneder),Quacks (Ken Au-Yeung),7,OPL/Oceania
Beastied (Jordan Greifeneder),Reelople (Peter Bui),7,OPL/Oceania
Black Star (Aaron Rees),Monkey (Corey Ehmer) (Corey Ehmer),7,OPL/Oceania
Black Star (Aaron Rees),Quacks (Ken Au-Yeung),7,OPL/Oceania
Black Star (Aaron Rees),Reelople (Peter Bui),7,OPL/Oceania
Monkey (Corey Ehmer) (Corey Ehmer),Quacks (Ken Au-Yeung),7,OPL/Oceania
Monkey (Corey Ehmer) (Corey Ehmer),Reelople (Peter Bui),7,OPL/Oceania
Quacks (Ken Au-Yeung),Reelople (Peter Bui),7,OPL/Oceania
Blinky (Myles Irvine),Btka (Richard Dodd),9,OPL/Oceania
Blinky (Myles Irvine),Frogadog (Michael Cornish),9,OPL/Oceania
Blinky (Myles Irvine),Luna (Josh Allen) (Josh Allen),6,OPL/Oceania
Blinky (Myles Irvine),Newto (Joshua Newton),3,OPL/Oceania
Btka (Richard Dodd),Frogadog (Michael Cornish),9,OPL/Oceania
Btka (Richard Dodd),Luna (Josh Allen) (Josh Allen),6,OPL/Oceania
Btka (Richard Dodd),Newto (Joshua Newton),3,OPL/Oceania
Btka (Richard Dodd),Only (Jordan Middleton),9,OPL/Oceania
Frogadog (Michael Cornish),Luna (Josh Allen) (Josh Allen),6,OPL/Oceania
Frogadog (Michael Cornish),Newto (Joshua Newton),3,OPL/Oceania
Frogadog (Michael Cornish),Only (Jordan Middleton),9,OPL/Oceania
Luna (Josh Allen) (Josh Allen),Only (Jordan Middleton),6,OPL/Oceania
Newto (Joshua Newton),Only (Jordan Middleton),3,OPL/Oceania
Babip (Leo Romer),Psyker (Dean Ross),5,OPL/Oceania
Babip (Leo Romer),Raps (Aaron Tran),2,OPL/Oceania
Babip (Leo Romer),Skwiggle (Elliot Charters),7,OPL/Oceania
Babip (Leo Romer),Spoil (Justin Tu),7,OPL/Oceania
Psyker (Dean Ross),Zammi (Jayem Buckley),5,OPL/Oceania
Raps (Aaron Tran),ry0ma (Tommy Le),2,OPL/Oceania
Raps (Aaron Tran),Spoil (Justin Tu),2,OPL/Oceania
ry0ma (Tommy Le),Skwiggle (Elliot Charters),2,OPL/Oceania
ry0ma (Tommy Le),Spoil (Justin Tu),2,OPL/Oceania
Skwiggle (Elliot Charters),Zammi (Jayem Buckley),5,OPL/Oceania
Spoil (Justin Tu),Zammi (Jayem Buckley),5,OPL/Oceania
Badgamelol (),Hulk (Huy Hunh),2,OPL/Oceania
Badgamelol (),Kanade (CK Wong),2,OPL/Oceania
Badgamelol (),Visionary (Nathan Everingham),2,OPL/Oceania
Gagaters (Edward Stanjo),Skeltal (Lochlan Whitton),1,OPL/Oceania
Gagaters (Edward Stanjo),Squidgy (Alex Trott),7,OPL/Oceania
Gagaters (Edward Stanjo),Y x (Ben Pope),1,OPL/Oceania
Gagaters (Edward Stanjo),apink bomi2 (Kim Min-seop (김민섭)),4,OPL/Oceania
Gagaters (Edward Stanjo),ayy paps (Adam Papadopoulos),3,OPL/Oceania
Hulk (Huy Hunh),Kanade (CK Wong),1,OPL/Oceania
Hulk (Huy Hunh),Visionary (Nathan Everingham),2,OPL/Oceania
Kanade (CK Wong),Visionary (Nathan Everingham),1,OPL/Oceania
Skeltal (Lochlan Whitton),Squidgy (Alex Trott),1,OPL/Oceania
Skeltal (Lochlan Whitton),apink bomi2 (Kim Min-seop (김민섭)),1,OPL/Oceania
Skeltal (Lochlan Whitton),ayy paps (Adam Papadopoulos),1,OPL/Oceania
Squidgy (Alex Trott),Y x (Ben Pope),1,OPL/Oceania
Squidgy (Alex Trott),apink bomi2 (Kim Min-seop (김민섭)),4,OPL/Oceania
Squidgy (Alex Trott),ayy paps (Adam Papadopoulos),3,OPL/Oceania
Y x (Ben Pope),apink bomi2 (Kim Min-seop (김민섭)),1,OPL/Oceania
Amber (Anyu Chen) (Anyu Chen),BELIEVE (Samuel Woo) (Samuel Woo),1,OPL/Oceania
Amber (Anyu Chen) (Anyu Chen),Dis (Tom Laracy),1,OPL/Oceania
Amber (Anyu Chen) (Anyu Chen),Illusion (Han Jae-ung) (Han Jae-ung (한재웅)),1,OPL/Oceania
Amber (Anyu Chen) (Anyu Chen),Mirotram (Adrian Yadav),1,OPL/Oceania
Amber (Anyu Chen) (Anyu Chen),Moya (Andy Lee),1,OPL/Oceania
BELIEVE (Samuel Woo) (Samuel Woo),Dis (Tom Laracy),4,OPL/Oceania
BELIEVE (Samuel Woo) (Samuel Woo),Illusion (Han Jae-ung) (Han Jae-ung (한재웅)),4,OPL/Oceania
BELIEVE (Samuel Woo) (Samuel Woo),Knight (Lee Geon) (Lee Geon (이건)),2,OPL/Oceania
BELIEVE (Samuel Woo) (Samuel Woo),Mirotram (Adrian Yadav),2,OPL/Oceania
BELIEVE (Samuel Woo) (Samuel Woo),Moya (Andy Lee),1,OPL/Oceania
BELIEVE (Samuel Woo) (Samuel Woo),Soulstrikes (Luchio Park (박희근)),3,OPL/Oceania
Dis (Tom Laracy),Illusion (Han Jae-ung) (Han Jae-ung (한재웅)),4,OPL/Oceania
Dis (Tom Laracy),Knight (Lee Geon) (Lee Geon (이건)),2,OPL/Oceania
Dis (Tom Laracy),Mirotram (Adrian Yadav),2,OPL/Oceania
Dis (Tom Laracy),Moya (Andy Lee),1,OPL/Oceania
Dis (Tom Laracy),Soulstrikes (Luchio Park (박희근)),3,OPL/Oceania
Illusion (Han Jae-ung) (Han Jae-ung (한재웅)),Knight (Lee Geon) (Lee Geon (이건)),2,OPL/Oceania
Illusion (Han Jae-ung) (Han Jae-ung (한재웅)),Mirotram (Adrian Yadav),2,OPL/Oceania
Illusion (Han Jae-ung) (Han Jae-ung (한재웅)),Moya (Andy Lee),1,OPL/Oceania
Illusion (Han Jae-ung) (Han Jae-ung (한재웅)),Soulstrikes (Luchio Park (박희근)),3,OPL/Oceania
Knight (Lee Geon) (Lee Geon (이건)),Soulstrikes (Luchio Park (박희근)),2,OPL/Oceania
Mirotram (Adrian Yadav),Moya (Andy Lee),1,OPL/Oceania
Mirotram (Adrian Yadav),Soulstrikes (Luchio Park (박희근)),1,OPL/Oceania
Apple (Yohan Kim) (Yohan Kim),Elsa (Lachlan Veld),1,OPL/Oceania
Apple (Yohan Kim) (Yohan Kim),Fesh (Josh Necovski),2,OPL/Oceania
Apple (Yohan Kim) (Yohan Kim),Mathew (Lau Kwan Ho (劉君豪)),1,OPL/Oceania
Apple (Yohan Kim) (Yohan Kim),Virne (Dean McLeod),2,OPL/Oceania
Apple (Yohan Kim) (Yohan Kim),Wilaris (Michael Matthai),2,OPL/Oceania
Badgamelol (),Fesh (Josh Necovski),3,OPL/Oceania
Badgamelol (),Mathew (Lau Kwan Ho (劉君豪)),3,OPL/Oceania
Badgamelol (),Virne (Dean McLeod),3,OPL/Oceania
Elsa (Lachlan Veld),Fesh (Josh Necovski),1,OPL/Oceania
Elsa (Lachlan Veld),Virne (Dean McLeod),1,OPL/Oceania
Elsa (Lachlan Veld),Wilaris (Michael Matthai),1,OPL/Oceania
Fesh (Josh Necovski),Knight (Lee Geon) (Lee Geon (이건)),2,OPL/Oceania
Fesh (Josh Necovski),Mathew (Lau Kwan Ho (劉君豪)),8,OPL/Oceania
Fesh (Josh Necovski),Mine (Chad Biddle) (Chad Biddle),1,OPL/Oceania
Fesh (Josh Necovski),Virne (Dean McLeod),9,OPL/Oceania
Fesh (Josh Necovski),Wilaris (Michael Matthai),4,OPL/Oceania
Knight (Lee Geon) (Lee Geon (이건)),Mathew (Lau Kwan Ho (劉君豪)),2,OPL/Oceania
Knight (Lee Geon) (Lee Geon (이건)),Virne (Dean McLeod),2,OPL/Oceania
Mathew (Lau Kwan Ho (劉君豪)),Mine (Chad Biddle) (Chad Biddle),1,OPL/Oceania
Mathew (Lau Kwan Ho (劉君豪)),Virne (Dean McLeod),8,OPL/Oceania
Mathew (Lau Kwan Ho (劉君豪)),Wilaris (Michael Matthai),3,OPL/Oceania
Mine (Chad Biddle) (Chad Biddle),Virne (Dean McLeod),1,OPL/Oceania
Mine (Chad Biddle) (Chad Biddle),Wilaris (Michael Matthai),1,OPL/Oceania
Virne (Dean McLeod),Wilaris (Michael Matthai),4,OPL/Oceania
Gagaters (Edward Stanjo),General (Nick McKenzie),3,OPL/Oceania
Gagaters (Edward Stanjo),Looch (Carlo La Civita),3,OPL/Oceania
Gagaters (Edward Stanjo),Pabu (Jackson Pavone),3,OPL/Oceania
Ace (Liam Foley) (Liam Foley),Badgamelol (),4,OPL/Oceania
Ace (Liam Foley) (Liam Foley),Frogadog (Michael Cornish),2,OPL/Oceania
Ace (Liam Foley) (Liam Foley),Harri (Harrison Nguyen),3,OPL/Oceania
Ace (Liam Foley) (Liam Foley),Mooboo (Chris Moody),7,OPL/Oceania
Ace (Liam Foley) (Liam Foley),Remon (Lee Hornby),7,OPL/Oceania
Ace (Liam Foley) (Liam Foley),Senex (Matthew Johnston),5,OPL/Oceania
Badgamelol (),Frogadog (Michael Cornish),9,OPL/Oceania
Badgamelol (),Mooboo (Chris Moody),11,OPL/Oceania
Badgamelol (),Remon (Lee Hornby),11,OPL/Oceania
Badgamelol (),Senex (Matthew Johnston),2,OPL/Oceania
Frogadog (Michael Cornish),Mooboo (Chris Moody),9,OPL/Oceania
Frogadog (Michael Cornish),Remon (Lee Hornby),9,OPL/Oceania
Harri (Harrison Nguyen),Mooboo (Chris Moody),3,OPL/Oceania
Harri (Harrison Nguyen),Remon (Lee Hornby),3,OPL/Oceania
Harri (Harrison Nguyen),Senex (Matthew Johnston),3,OPL/Oceania
Mooboo (Chris Moody),Remon (Lee Hornby),14,OPL/Oceania
Mooboo (Chris Moody),Senex (Matthew Johnston),5,OPL/Oceania
Remon (Lee Hornby),Senex (Matthew Johnston),5,OPL/Oceania
Babip (Leo Romer),Minkywhale (An Viet Trinh),1,OPL/Oceania
Minkywhale (An Viet Trinh),Reelople (Peter Bui),1,OPL/Oceania
Minkywhale (An Viet Trinh),ry0ma (Tommy Le),1,OPL/Oceania
Minkywhale (An Viet Trinh),Zammi (Jayem Buckley),1,OPL/Oceania
Cheese (Daniel Brown),Jakattack (Jack Gifford),13,OPL/Oceania
Cheese (Daniel Brown),Only (Jordan Middleton),13,OPL/Oceania
Cheese (Daniel Brown),Spoil (Justin Tu),13,OPL/Oceania
Cheese (Daniel Brown),Squidgy (Alex Trott),4,OPL/Oceania
Cheese (Daniel Brown),Stealthix (Nicholas Tian),9,OPL/Oceania
Jakattack (Jack Gifford),Only (Jordan Middleton),13,OPL/Oceania
Jakattack (Jack Gifford),Spoil (Justin Tu),13,OPL/Oceania
Jakattack (Jack Gifford),Squidgy (Alex Trott),4,OPL/Oceania
Only (Jordan Middleton),Spoil (Justin Tu),13,OPL/Oceania
Only (Jordan Middleton),Stealthix (Nicholas Tian),9,OPL/Oceania
Spoil (Justin Tu),Squidgy (Alex Trott),4,OPL/Oceania
Spoil (Justin Tu),Stealthix (Nicholas Tian),9,OPL/Oceania
Badgamelol (),ChrisMisTrees (Christopher Trease),4,OPL/Oceania
Badgamelol (),Masimo (Max Robberts-Cobb),2,OPL/Oceania
Badgamelol (),Monkey (Corey Ehmer) (Corey Ehmer),2,OPL/Oceania
Badgamelol (),Mr Belasta (Bryce Faherty),2,OPL/Oceania
ChrisMisTrees (Christopher Trease),Masimo (Max Robberts-Cobb),7,OPL/Oceania
ChrisMisTrees (Christopher Trease),Monkey (Corey Ehmer) (Corey Ehmer),6,OPL/Oceania
ChrisMisTrees (Christopher Trease),Mr Belasta (Bryce Faherty),7,OPL/Oceania
ChrisMisTrees (Christopher Trease),Skamdiggidy (Todd Barnsley),1,OPL/Oceania
Masimo (Max Robberts-Cobb),Monkey (Corey Ehmer) (Corey Ehmer),6,OPL/Oceania
Masimo (Max Robberts-Cobb),Mr Belasta (Bryce Faherty),7,OPL/Oceania
Masimo (Max Robberts-Cobb),MsFish (Aiden King),3,OPL/Oceania
Masimo (Max Robberts-Cobb),Skamdiggidy (Todd Barnsley),1,OPL/Oceania
Monkey (Corey Ehmer) (Corey Ehmer),Mr Belasta (Bryce Faherty),6,OPL/Oceania
Monkey (Corey Ehmer) (Corey Ehmer),MsFish (Aiden King),2,OPL/Oceania
Mr Belasta (Bryce Faherty),MsFish (Aiden King),3,OPL/Oceania
Mr Belasta (Bryce Faherty),Skamdiggidy (Todd Barnsley),1,OPL/Oceania
MsFish (Aiden King),Skamdiggidy (Todd Barnsley),1,OPL/Oceania
Bdoink (Dmitry Botov),DanDayn (Daniel Yow),25,OPL/Oceania
Bdoink (Dmitry Botov),FivetoEight (Daniel Hicks),18,OPL/Oceania
Bdoink (Dmitry Botov),Glup (Andy Liu),9,OPL/Oceania
Bdoink (Dmitry Botov),Manlala (Kai Man Leung),9,OPL/Oceania
DanDayn (Daniel Yow),FivetoEight (Daniel Hicks),18,OPL/Oceania
DanDayn (Daniel Yow),Glup (Andy Liu),9,OPL/Oceania
DanDayn (Daniel Yow),Manlala (Kai Man Leung),9,OPL/Oceania
FivetoEight (Daniel Hicks),Manlala (Kai Man Leung),9,OPL/Oceania
Glup (Andy Liu),Manlala (Kai Man Leung),9,OPL/Oceania
Backsoo (Kwon Oh-seong (권오성)),Badgamelol (),1,OPL/Oceania
Backsoo (Kwon Oh-seong (권오성)),Haeri (Harry Kang),3,OPL/Oceania
Backsoo (Kwon Oh-seong (권오성)),Kanade (CK Wong),4,OPL/Oceania
Backsoo (Kwon Oh-seong (권오성)),Swathe (Ryan Gibbons),4,OPL/Oceania
Backsoo (Kwon Oh-seong (권오성)),Wilaris (Michael Matthai),4,OPL/Oceania
Badgamelol (),Swathe (Ryan Gibbons),2,OPL/Oceania
Badgamelol (),Wilaris (Michael Matthai),3,OPL/Oceania
Haeri (Harry Kang),Kanade (CK Wong),5,OPL/Oceania
Haeri (Harry Kang),Newto (Joshua Newton),2,OPL/Oceania
Haeri (Harry Kang),Swathe (Ryan Gibbons),5,OPL/Oceania
Haeri (Harry Kang),Wilaris (Michael Matthai),5,OPL/Oceania
Kanade (CK Wong),Newto (Joshua Newton),2,OPL/Oceania
Kanade (CK Wong),Swathe (Ryan Gibbons),6,OPL/Oceania
Kanade (CK Wong),Wilaris (Michael Matthai),6,OPL/Oceania
Newto (Joshua Newton),Swathe (Ryan Gibbons),2,OPL/Oceania
Newto (Joshua Newton),Wilaris (Michael Matthai),2,OPL/Oceania
Swathe (Ryan Gibbons),Wilaris (Michael Matthai),6,OPL/Oceania
Blinky (Myles Irvine),Destiny (Mitchell Shaw) (Mitchell Shaw),1,OPL/Oceania
Blinky (Myles Irvine),Grisha (Gregory Epov),1,OPL/Oceania
Blinky (Myles Irvine),Praelus (Jordan Fernandes),4,OPL/Oceania
Blinky (Myles Irvine),Regalia (Damian Tu),3,OPL/Oceania
Cyk (Chen Yue-Kai (陈越凯)),Praelus (Jordan Fernandes),3,OPL/Oceania
Cyk (Chen Yue-Kai (陈越凯)),Regalia (Damian Tu),2,OPL/Oceania
Destiny (Mitchell Shaw) (Mitchell Shaw),Fesh (Josh Necovski),1,OPL/Oceania
Destiny (Mitchell Shaw) (Mitchell Shaw),"Siuman (Lo ""Chris"" Pak Man)",1,OPL/Oceania
Fesh (Josh Necovski),Praelus (Jordan Fernandes),4,OPL/Oceania
Grisha (Gregory Epov),Praelus (Jordan Fernandes),1,OPL/Oceania
Grisha (Gregory Epov),Regalia (Damian Tu),1,OPL/Oceania
Praelus (Jordan Fernandes),Regalia (Damian Tu),7,OPL/Oceania
Badgamelol (),General (Nick McKenzie),2,OPL/Oceania
Badgamelol (),Kayo (Aaron Maharjan),1,OPL/Oceania
Badgamelol (),Pabu (Jackson Pavone),2,OPL/Oceania
Badgamelol (),Wzrd (Joshua Russell),2,OPL/Oceania
Badgamelol (),Y x (Ben Pope),1,OPL/Oceania
General (Nick McKenzie),Grisha (Gregory Epov),8,OPL/Oceania
General (Nick McKenzie),Kayo (Aaron Maharjan),9,OPL/Oceania
General (Nick McKenzie),Wzrd (Joshua Russell),10,OPL/Oceania
General (Nick McKenzie),Y x (Ben Pope),1,OPL/Oceania
Grisha (Gregory Epov),Kayo (Aaron Maharjan),8,OPL/Oceania
Grisha (Gregory Epov),Wzrd (Joshua Russell),8,OPL/Oceania
Kayo (Aaron Maharjan),Pabu (Jackson Pavone),9,OPL/Oceania
Kayo (Aaron Maharjan),Wzrd (Joshua Russell),9,OPL/Oceania
Pabu (Jackson Pavone),Wzrd (Joshua Russell),10,OPL/Oceania
Pabu (Jackson Pavone),Y x (Ben Pope),2,OPL/Oceania
Wzrd (Joshua Russell),Y x (Ben Pope),1,OPL/Oceania
Badgamelol (),Chazz (Jesse Mahoney),7,OPL/Oceania
Chazz (Jesse Mahoney),Frogadog (Michael Cornish),7,OPL/Oceania
Chazz (Jesse Mahoney),Mooboo (Chris Moody),10,OPL/Oceania
Chazz (Jesse Mahoney),Remon (Lee Hornby),7,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),Dragon (Sebastian Purcell) (Sebastian Purcell),8,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),Flick (Stewart Riesenweber),6,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),HaiT (Hai Tran),3,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),YungCat (Jason John),1,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),Zytah (Jaden Clow),6,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),belong1 (Jimmy Wu),2,OPL/Oceania
Dragon (Sebastian Purcell) (Sebastian Purcell),Flick (Stewart Riesenweber),6,OPL/Oceania
Dragon (Sebastian Purcell) (Sebastian Purcell),HaiT (Hai Tran),3,OPL/Oceania
Dragon (Sebastian Purcell) (Sebastian Purcell),YungCat (Jason John),1,OPL/Oceania
Dragon (Sebastian Purcell) (Sebastian Purcell),Zytah (Jaden Clow),6,OPL/Oceania
Dragon (Sebastian Purcell) (Sebastian Purcell),belong1 (Jimmy Wu),2,OPL/Oceania
Flick (Stewart Riesenweber),HaiT (Hai Tran),3,OPL/Oceania
Flick (Stewart Riesenweber),YungCat (Jason John),2,OPL/Oceania
Flick (Stewart Riesenweber),Zytah (Jaden Clow),6,OPL/Oceania
Flick (Stewart Riesenweber),belong1 (Jimmy Wu),2,OPL/Oceania
HaiT (Hai Tran),Zytah (Jaden Clow),3,OPL/Oceania
YungCat (Jason John),Zytah (Jaden Clow),1,OPL/Oceania
Zytah (Jaden Clow),belong1 (Jimmy Wu),2,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Babip (Leo Romer),4,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Haeri (Harry Kang),21,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Plug (Ryan Hogan),10,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Rumbie (Johnson Chen),4,OPL/Oceania
Babip (Leo Romer),Denian (James Goddard),1,OPL/Oceania
Babip (Leo Romer),Haeri (Harry Kang),15,OPL/Oceania
Babip (Leo Romer),Kalroc (Kalvik Raajendran),1,OPL/Oceania
Babip (Leo Romer),Plug (Ryan Hogan),7,OPL/Oceania
Babip (Leo Romer),Rumbie (Johnson Chen),5,OPL/Oceania
Babip (Leo Romer),Soulstrikes (Luchio Park (박희근)),1,OPL/Oceania
Babip (Leo Romer),YungCat (Jason John),1,OPL/Oceania
Babip (Leo Romer),iSupervise (Cameron Douglas),1,OPL/Oceania
Denian (James Goddard),Haeri (Harry Kang),1,OPL/Oceania
Denian (James Goddard),Plug (Ryan Hogan),1,OPL/Oceania
Haeri (Harry Kang),Kalroc (Kalvik Raajendran),1,OPL/Oceania
Haeri (Harry Kang),Plug (Ryan Hogan),15,OPL/Oceania
Haeri (Harry Kang),Rumbie (Johnson Chen),5,OPL/Oceania
Haeri (Harry Kang),Soulstrikes (Luchio Park (박희근)),1,OPL/Oceania
Haeri (Harry Kang),YungCat (Jason John),1,OPL/Oceania
Haeri (Harry Kang),iSupervise (Cameron Douglas),1,OPL/Oceania
Kalroc (Kalvik Raajendran),Plug (Ryan Hogan),1,OPL/Oceania
Kalroc (Kalvik Raajendran),iSupervise (Cameron Douglas),1,OPL/Oceania
Plug (Ryan Hogan),Rumbie (Johnson Chen),5,OPL/Oceania
Plug (Ryan Hogan),Soulstrikes (Luchio Park (박희근)),1,OPL/Oceania
Plug (Ryan Hogan),YungCat (Jason John),1,OPL/Oceania
Plug (Ryan Hogan),iSupervise (Cameron Douglas),1,OPL/Oceania
Rumbie (Johnson Chen),YungCat (Jason John),1,OPL/Oceania
Badgamelol (),Little Kop (Mickey Khanthisuwan),2,OPL/Oceania
Badgamelol (),Rhysand (Alister Firmstone),1,OPL/Oceania
Badgamelol (),Skamdiggidy (Todd Barnsley),2,OPL/Oceania
Badgamelol (),rain (Marvin Wang) (Marvin Wang),2,OPL/Oceania
Little Kop (Mickey Khanthisuwan),Rhysand (Alister Firmstone),6,OPL/Oceania
Little Kop (Mickey Khanthisuwan),Vans (Morgan Khuu),1,OPL/Oceania
Rhysand (Alister Firmstone),Skamdiggidy (Todd Barnsley),6,OPL/Oceania
Rhysand (Alister Firmstone),Vans (Morgan Khuu),1,OPL/Oceania
Rhysand (Alister Firmstone),Wilaris (Michael Matthai),4,OPL/Oceania
Rhysand (Alister Firmstone),rain (Marvin Wang) (Marvin Wang),6,OPL/Oceania
Skamdiggidy (Todd Barnsley),Vans (Morgan Khuu),16,OPL/Oceania
Vans (Morgan Khuu),Wilaris (Michael Matthai),16,OPL/Oceania
Vans (Morgan Khuu),rain (Marvin Wang) (Marvin Wang),16,OPL/Oceania
Ark (Andrew Chun) (Andrew Chun),Badgamelol (),2,OPL/Oceania
Ark (Andrew Chun) (Andrew Chun),Raven (Kosikan Kulasingham) (Kosikan Kulasingham),5,OPL/Oceania
Ark (Andrew Chun) (Andrew Chun),Sprenstama (Keenan Baker),1,OPL/Oceania
Ark (Andrew Chun) (Andrew Chun),Squidgy (Alex Trott),1,OPL/Oceania
Badgamelol (),Decoy (Daniel Ealam),1,OPL/Oceania
Badgamelol (),Praelus (Jordan Fernandes),4,OPL/Oceania
Badgamelol (),Raven (Kosikan Kulasingham) (Kosikan Kulasingham),7,OPL/Oceania
Badgamelol (),Shok (Ari Greene-Young),1,OPL/Oceania
Badgamelol (),Sprenstama (Keenan Baker),7,OPL/Oceania
Badgamelol (),Squidgy (Alex Trott),2,OPL/Oceania
Badgamelol (),Tilting (Isaac Bellamy),2,OPL/Oceania
Decoy (Daniel Ealam),Raven (Kosikan Kulasingham) (Kosikan Kulasingham),1,OPL/Oceania
Decoy (Daniel Ealam),Squidgy (Alex Trott),1,OPL/Oceania
Decoy (Daniel Ealam),Swathe (Ryan Gibbons),1,OPL/Oceania
Praelus (Jordan Fernandes),Raven (Kosikan Kulasingham) (Kosikan Kulasingham),5,OPL/Oceania
Praelus (Jordan Fernandes),Sprenstama (Keenan Baker),5,OPL/Oceania
Praelus (Jordan Fernandes),Tilting (Isaac Bellamy),2,OPL/Oceania
Raven (Kosikan Kulasingham) (Kosikan Kulasingham),Regalia (Damian Tu),2,OPL/Oceania
Raven (Kosikan Kulasingham) (Kosikan Kulasingham),Shok (Ari Greene-Young),1,OPL/Oceania
Raven (Kosikan Kulasingham) (Kosikan Kulasingham),Sprenstama (Keenan Baker),6,OPL/Oceania
Raven (Kosikan Kulasingham) (Kosikan Kulasingham),Squidgy (Alex Trott),2,OPL/Oceania
Raven (Kosikan Kulasingham) (Kosikan Kulasingham),Swathe (Ryan Gibbons),1,OPL/Oceania
Raven (Kosikan Kulasingham) (Kosikan Kulasingham),Tilting (Isaac Bellamy),2,OPL/Oceania
Regalia (Damian Tu),Sprenstama (Keenan Baker),1,OPL/Oceania
Shok (Ari Greene-Young),Squidgy (Alex Trott),1,OPL/Oceania
Sprenstama (Keenan Baker),Tilting (Isaac Bellamy),2,OPL/Oceania
Squidgy (Alex Trott),Swathe (Ryan Gibbons),1,OPL/Oceania
Badgamelol (),Bluz0r (Jonothan Cannon),1,OPL/Oceania
Badgamelol (),Low (Omar Aboulkheir) (Omar Aboulkheir),2,OPL/Oceania
Bluz0r (Jonothan Cannon),Harri (Harrison Nguyen),1,OPL/Oceania
